mca_1,mca_2,dataset_short_name,session_id,subject_id,behavioral_context,recording_profile_group,recommended_analysis_type,duplicate_profile_count,mca_1_plot,mca_2_plot,categorical_cluster
3.56434615625917,5.294500370862639,nwb_ca1,26965_2020-Dec-08_10-46-12,26965_Bubinga,figure-eight,spike_behavior,spike-behavior analysis,5,3.6902145484571895,5.31552030887441,2
4.516744196028056,3.877935729956487,nwb_ca1,26965_2020-Dec-08_11-29-48,26965_Bubinga,open field (motive crashed),spike_behavior,spike-behavior analysis,6,4.427909741274898,3.8577775396999363,2
4.516744196028056,3.877935729956487,nwb_ca1,26965_2020-Dec-08_14-36-11,26965_Bubinga,open field; party lights,spike_behavior,spike-behavior analysis,6,4.47902221143206,3.8901407309246845,2
3.56434615625917,5.294500370862639,nwb_ca1,26965_2020-Dec-09_11-52-59,26965_Bubinga,figure-eight,spike_behavior,spike-behavior analysis,5,3.59521388046369,5.332911843133967,2
4.946062581566461,4.712240475933468,nwb_ca1,26965_2020-Dec-09_12-10-58,26965_Bubinga,open field; object,spike_behavior,spike-behavior analysis,5,5.027079846992048,4.6545158332500405,2
4.516744196028056,3.877935729956487,nwb_ca1,26965_2020-Dec-11_10-58-11,26965_Bubinga,open field; party lights,spike_behavior,spike-behavior analysis,6,4.5378415723765775,3.9956550877959396,2
4.946062581566461,4.712240475933468,nwb_ca1,26966_2020-Dec-14_15-18-10,26966_Cedar,open field; novel object,spike_behavior,spike-behavior analysis,5,4.9584969277799384,4.737560016867333,2
4.192101516955716,4.785435853294538,nwb_ca1,26966_2020-Dec-14_16-26-40,26966_Cedar,NWB electrophysiology,spike_behavior,spike-behavior analysis,18,4.144844955838637,4.691710522988511,2
3.56434615625917,5.294500370862639,nwb_ca1,26966_2020-Dec-15_11-47-50,26966_Cedar,figure-eight,spike_behavior,spike-behavior analysis,5,3.5033015794835887,5.154933491904703,2
4.946062581566461,4.712240475933468,nwb_ca1,26966_2020-Dec-16_11-48-01,26966_Cedar,open field; object,spike_behavior,spike-behavior analysis,5,4.974203094238398,4.704457548060389,2
4.192101516955716,4.785435853294538,nwb_ca1,27284_2021-Jun-15_19-16-52,27284_Douglas,"2 OF sessions with short pot break inbetween, some jumping",spike_behavior,spike-behavior analysis,18,4.2173499172429425,4.755975936751495,2
4.587746325672939,5.647277418831059,nwb_ca1,27284_2021-Jun-16_08-24-12,27284_Douglas,sleep,spike_behavior,spike-behavior analysis,7,4.611425844847908,5.6209954009812275,2
4.192101516955716,4.785435853294538,nwb_ca1,27284_2021-Jun-16_14-33-11,27284_Douglas,OF tall walls,spike_behavior,spike-behavior analysis,18,4.288569806626774,4.8127602973697785,2
4.62141990249412,5.61974059927152,nwb_ca1,27284_2021-Jun-17_15-01-36,27284_Douglas,OF and obj,spike_behavior,spike-behavior analysis,11,4.715612853612336,5.6044885146711065,2
4.946062581566461,4.712240475933468,nwb_ca1,27284_2021-Jun-18_11-01-41,27284_Douglas,open field and objA of WWW,spike_behavior,spike-behavior analysis,5,4.950315009372691,4.879693940647916,2
3.9599909649763942,6.156341936399159,nwb_ca1,27285_2021-Jul-01_08-10-45,27285_Elm,"sleep, sequence task",spike_behavior,spike-behavior analysis,1,3.9599909649763942,6.156341936399159,2
4.192101516955716,4.785435853294538,nwb_ca1,27285_2021-Jul-01_12-33-30,27285_Elm,"seq2, comparison probes",spike_behavior,spike-behavior analysis,18,4.133774809936227,4.9237316648469855,2
4.516744196028056,3.877935729956487,nwb_ca1,27285_2021-Jul-01_13-26-22,27285_Elm,"open field, WHAT, and WHERE",spike_behavior,spike-behavior analysis,6,4.520941539896556,3.6726030546819834,2
4.516744196028056,3.877935729956487,nwb_ca1,27285_2021-Jul-02_13-23-12,27285_Elm,"open field, WHEN1",spike_behavior,spike-behavior analysis,6,4.4933705011637715,3.8589877087957123,2
3.56434615625917,5.294500370862639,nwb_ca1,27285_2021-Jun-30_10-03-39,27285_Elm,sequence task,spike_behavior,spike-behavior analysis,5,3.475353238500497,5.368695449387293,2
3.56434615625917,5.294500370862639,nwb_ca1,27285_2021-Jun-30_13-05-14,27285_Elm,sequence task,spike_behavior,spike-behavior analysis,5,3.659637592506279,5.330853997919788,2
4.516744196028056,3.877935729956487,nwb_ca1,27285_2021-Jun-30_13-59-11,27285_Elm,"open field, open field",spike_behavior,spike-behavior analysis,6,4.508465134582779,3.892056723666283,2
4.192101516955716,4.785435853294538,nwb_ca1,27963_2022-Feb-08_21-14-27,27963_Hemlock,OF,spike_behavior,spike-behavior analysis,18,4.139769801750292,4.706487287020279,2
4.587746325672939,5.647277418831059,nwb_ca1,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep,spike_behavior,spike-behavior analysis,7,4.5579931591672365,5.642371471164751,2
4.62141990249412,5.61974059927152,nwb_ca1,27963_2022-Feb-10_11-06-56,27963_Hemlock,"OF, obj, obj, obj",spike_behavior,spike-behavior analysis,11,4.656546836808486,5.713440366748905,2
4.62141990249412,5.61974059927152,nwb_ca1,27963_2022-Feb-10_14-07-47,27963_Hemlock,"OF, obj, obj, obj",spike_behavior,spike-behavior analysis,11,4.760934664587543,5.67981011837002,2
4.192101516955716,4.785435853294538,nwb_ca1,27963_2022-Feb-11_14-58-41,27963_Hemlock,OF,spike_behavior,spike-behavior analysis,18,4.020318394576623,4.765813625619169,2
4.192101516955716,4.785435853294538,nwb_ca1,28003_2022-Mar-07_20-44-03,28003_Ironwood,"OF, LEC was likely deep layers",spike_behavior,spike-behavior analysis,18,4.1790882433121235,4.847622859379477,2
4.192101516955716,4.785435853294538,nwb_ca1,28003_2022-Mar-08_11-22-53,28003_Ironwood,OF,spike_behavior,spike-behavior analysis,18,4.107108364006951,4.820217139251867,2
4.192101516955716,4.785435853294538,nwb_ca1,28003_2022-Mar-08_11-38-59,28003_Ironwood,OF,spike_behavior,spike-behavior analysis,18,4.14974636276643,4.75534336759613,2
4.62141990249412,5.61974059927152,nwb_ca1,28003_2022-Mar-08_15-04-04,28003_Ironwood,object events,spike_behavior,spike-behavior analysis,11,4.656539355193184,5.765392291883264,2
4.587746325672939,5.647277418831059,nwb_ca1,28003_2022-Mar-09_07-54-00,28003_Ironwood,sleep,spike_behavior,spike-behavior analysis,7,4.447208583074652,5.563045537974743,2
4.62141990249412,5.61974059927152,nwb_ca1,28003_2022-Mar-10_10-53-58,28003_Ironwood,object events,spike_behavior,spike-behavior analysis,11,4.687658956637884,5.6782025745626115,2
4.62141990249412,5.61974059927152,nwb_ca1,29629_2024-Oct-29_15-05-13,29629_Karri,"OF, OBJ",spike_behavior,spike-behavior analysis,11,4.597694226211343,5.4939773788192605,2
4.587746325672939,5.647277418831059,nwb_ca1,29629_2024-Oct-30_05-40-15,29629_Karri,sleep,spike_behavior,spike-behavior analysis,7,4.613985964370068,5.620520925042588,2
4.62141990249412,5.61974059927152,nwb_ca1,29629_2024-Oct-30_15-13-05,29629_Karri,"OF, OBJ",spike_behavior,spike-behavior analysis,11,4.626743567762857,5.614384345439664,2
4.587746325672939,5.647277418831059,nwb_ca1,29630_2024-Sep-17_07-08-26,29630_Juniper,sleep,spike_behavior,spike-behavior analysis,7,4.725934342806074,5.751280986406975,2
4.62141990249412,5.61974059927152,nwb_ca1,29630_2024-Sep-17_09-22-08,29630_Juniper,"OF, OBJ",spike_behavior,spike-behavior analysis,11,4.565625996630097,5.5259800238639345,2
4.192101516955716,4.785435853294538,nwb_ca1,29630_2024-Sep-17_13-26-08,29630_Juniper,seq1,spike_behavior,spike-behavior analysis,18,4.121952654702309,4.774730016133255,2
4.587746325672939,5.647277418831059,nwb_ca1,29630_2024-Sep-17_23-09-30,29630_Juniper,sleep,spike_behavior,spike-behavior analysis,7,4.465037413279648,5.693889838190075,2
4.62141990249412,5.61974059927152,nwb_ca1,29630_2024-Sep-18_10-18-21,29630_Juniper,"OF, OBJ",spike_behavior,spike-behavior analysis,11,4.700586617261708,5.578278211882218,2
4.192101516955716,4.785435853294538,nwb_ca1,29630_2024-Sep-18_14-20-12,29630_Juniper,seq2,spike_behavior,spike-behavior analysis,18,4.184560512615511,4.675444188624939,2
4.62141990249412,5.61974059927152,nwb_ca1,29630_2024-Sep-18_15-19-16,29630_Juniper,"OF, OBJ",spike_behavior,spike-behavior analysis,11,4.527155612644931,5.740638873933658,2
4.587746325672939,5.647277418831059,nwb_ca1,29630_2024-Sep-19_05-09-20,29630_Juniper,sleep,spike_behavior,spike-behavior analysis,7,4.656852566768794,5.785862347263854,2
4.192101516955716,4.785435853294538,nwb_ca1,29630_2024-Sep-19_11-15-17,29630_Juniper,seq1,spike_behavior,spike-behavior analysis,18,4.051483245647185,4.766381953776564,2
4.62141990249412,5.61974059927152,nwb_ca1,29630_2024-Sep-20_09-49-05,29630_Juniper,"OF, OBJ",spike_behavior,spike-behavior analysis,11,4.684007929887533,5.670743304143335,2
4.192101516955716,4.785435853294538,nwb_ca1,29630_2024-Sep-20_10-32-21,29630_Juniper,seq1,spike_behavior,spike-behavior analysis,18,4.074737897324437,4.764124854093821,2
4.192101516955716,4.785435853294538,nwb_ca1,29630_2024-Sep-20_13-20-20,29630_Juniper,seq2,spike_behavior,spike-behavior analysis,18,4.3624412859179795,4.804009444464638,2
4.192101516955716,4.785435853294538,nwb_ca1,29630_2024-Sep-24_14-25-53,29630_Juniper,seq2,spike_behavior,spike-behavior analysis,18,4.089107710453793,4.741009675789017,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-14_190130,rat-14,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.39939312444912856,2.890752112061063,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-14_190131,rat-14,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.37421016942019636,2.8000570317393745,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-14_190202,rat-14,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.45793012616552914,2.8573223584992964,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-14_190204,rat-14,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.357982746784938,2.856922850322336,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-14_190205,rat-14,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.40161633654370177,2.8997961620668042,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-14_190206,rat-14,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.4802683164595278,2.9491105926713486,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-14_190207,rat-14,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.547732521623964,2.784441766360252,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181012,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.5040084765133834,2.8591239304929585,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181013,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.27200439804758025,2.9876410967312426,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181015,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.4796568970578491,2.8096375946135197,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181016,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.4610702445940345,2.803344651535299,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181021,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.4884187815652437,2.88530914826502,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181022,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.5846043332675248,2.9366754681573504,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181023,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.29024849659104884,2.8700387373633776,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181024,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.4080192847201398,2.975441500153484,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181025,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.5025800645588967,2.937668171523847,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-16_181029,rat-16,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.3287800067791129,2.93647025826973,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-26_190625,rat-26,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.573383482579709,2.913453973024452,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-26_190626,rat-26,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.48477608775148096,3.0553369009462115,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-26_190627,rat-26,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.5230342776029006,2.852711717809241,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-26_190702,rat-26,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.4096320658136847,2.708842869553204,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-27_191128,rat-27,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.5204086539327251,2.9974650018398963,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-27_191204,rat-27,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.5407852832145513,2.8325086984419787,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-27_191209,rat-27,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.47393780034640176,2.8777550884659675,2
0.4553075587354283,2.869124652918525,legacy_touchscreen,rat-27_191210,rat-27,touchscreen / tactile-visual task,spike_behavior,spike-behavior analysis,25,0.47405963015132396,2.973888707707367,2
-3.807548700512886,1.041772832317445,touchandsee,Ramachandran_samp20_2012-08-09,Ramachandran,TouchAndSee,spike_behavior,spike-behavior analysis,1,-3.807548700512886,1.041772832317445,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp21_2012-08-10,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.35030473139391,1.8358920194072061,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp22_2012-08-11,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.322255745237687,1.5876559116837643,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp23_2012-08-12,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.350226203078705,1.729656630374721,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp24_2012-08-13,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.28565487131123,1.6149869177813247,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp25_2012-08-14,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.186953039627836,1.7362061999909837,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp26_2012-08-15,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.180188940684175,1.6877435008589095,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp27_2012-08-16,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.200022033762911,1.551757966846125,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp28_2012-08-17,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.335145238820585,1.7724941922394062,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp29_2012-08-18,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.406932243039808,1.649830375889229,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp30_2012-08-20,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.217775681277965,1.655518413844043,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp31_2012-08-21,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.259866050800262,1.6126502400107523,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp32_2012-08-22,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.185373106371868,1.645887770778923,1
-9.222123968109196,1.6982304329139275,touchandsee,Ramachandran_samp33_2012-08-22,Ramachandran,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.165967678011494,1.7324616681695209,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp1_2012-01-03,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.211064653544502,1.683090885639015,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp10_2012-01-15,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.161313321279128,1.724523393096526,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp11_2012-01-16,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.20378705817999,1.727184181228235,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp12_2012-01-17,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.17971879166108,1.8038833653561808,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp13_2012-01-18,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.278497829138788,1.6708075408447771,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp14_2011-12-22,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.236492881215712,1.580081807566269,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp15_2011-12-23,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.20638188037664,1.7836082262396862,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp16_2011-12-24,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.156481690075802,1.671711379146147,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp17_2011-12-25,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.253623261887162,1.7873978284801177,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp18_2011-12-29,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.180430587650628,1.7289006019685251,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp19_2011-12-30,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.243391071462426,1.6877394304976598,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp2_2012-01-03,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.231527341495447,1.726132504437631,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp3_2012-01-04,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.155762444747271,1.8543114377240315,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp4_2012-01-05,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.381568797793529,1.8643888752382278,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp5_2012-01-06,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.325841754355178,1.7037809237245498,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp6_2012-01-10,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.340698799904622,1.7110456803792935,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp7_2012-01-11,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.40881325769706,1.7843296455112383,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp8_2012-01-12,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.27638512332161,1.6305775502925397,1
-9.222123968109196,1.6982304329139275,touchandsee,Taskmaster_samp9_2012-01-14,Taskmaster,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.162169256130976,1.724876062723388,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp34_2012-09-14,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.244914693419803,1.696161405077619,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp35_2012-09-15,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.206300761553848,1.7233430898305317,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp36_2012-09-15,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.134986568372334,1.631560928437975,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp37_2012-09-16,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.11590907752778,1.57106503344921,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp38_2012-09-17,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.227655002887287,1.5323917580346242,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp39_2012-09-18,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.113837096943644,1.6088397038747588,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp40_2012-09-19,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.214753835434468,1.6615364101187808,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp41_2012-09-19,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.289115826015394,1.6747751059820266,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp42_2012-09-20,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.269675996285095,1.853208925908289,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp43_2012-09-21,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.340566889114397,1.7867099025065114,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp44_2012-09-22,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.293174676407888,1.6212631436065974,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp45_2012-09-25,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.25076530315515,1.726047109110004,1
-9.222123968109196,1.6982304329139275,touchandsee,Turing_samp46_2012-09-26,Turing,TouchAndSee,lfp_only,LFP-behavior analysis,45,-9.157837166558908,1.6656641740059015,1
